contract_number;card_type;plastic_status;virtual_status;credit_limit;workflow_type;created_at;acquisition_channel;company_type;business_dni_type;business_website;business_foundation_year;city;department;bureau_score;banked_type1;banked_type2;hard_credit_check;number_saving_accounts;number_saving_accounts_alert;bureau_debt;bureau_debt_default;number_current_loans;number_current_loans_default;sherlock_anomaly;sherlock_distrust;sherlock_operator;sherlock_reactivate;sherlock_banked;sherlock_collection;emailage_eascore;lc_judicial_proceedings_against;number_shareholders;os;economic_activity_group;number_employees;mora_ultimos_6meses;moroso
1937;BUSINESS;PENDING_ACTIVATION;ACTIVE;5000000;CROSS_SELLING;17/11/22 12:01;COMMERCIAL_ALLY;SAS;NIT;tiene;2010;Cali;Valle del cauca;808;1;1;2;2;0;0;0;0;0;0.64;0.28;claro;FALSE;0;0;524;0;1;Windows;SERVICIOS;73;4;0
1933;BUSINESS;PENDING_ACTIVATION;ACTIVE;5000000;CROSS_SELLING;16/11/22 9:23;INTERNET;SAS;NIT;tiene;2020;La estrella;Antioquia;726;1;1;1;1;0;0;0;0;0;0.51;0.48;claro;FALSE;0;0;621;0;3;Windows;SERVICIOS;78;0;0
1931;BUSINESS;ACTIVE;ACTIVE;5000000;CROSS_SELLING;15/11/22 9:57;SOCIAL_NETWORKS;SAS;NIT;tiene;2020;Barranquilla;Atlántico;804;1;1;1;1;0;0;0;0;0;0.5;0.29;claro;FALSE;0;0;270;0;1;Windows;SERVICIOS;62;12;0
1934;BUSINESS;PENDING_ACTIVATION;ACTIVE;20000000;CROSS_SELLING;16/11/22 10:53;COMMERCIAL_ALLY;SAS;NIT;tiene;2015;Bogotá;Bogotá;722;0;0;1;3;0;0;0;0;0;0.49;0.59;claro;FALSE;0;0;273;0;1;Windows;SERVICIOS;27;30;1
1935;BUSINESS;ACTIVE;ACTIVE;5000000;CROSS_SELLING;16/11/22 12:05;COMMUNICATION_MEDIA;SAS;NIT;tiene;2012;Bogotá;Bogotá;773;1;1;1;2;0;0;0;0;0;0.4;0.43;claro;FALSE;0;0;706;0;2;Windows;SERVICIOS;16;0;0
1951;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;16/11/22 9:47;COMMERCIAL_ALLY;SAS;NIT;tiene;2010;Bogotá;Bogotá;594;1;0;1;2;0;0;0;1;0;0.11;0;claro;TRUE;1;1;607;0;1;Windows;SERVICIOS;73;4;0
1943;BUSINESS;CANCELED;CANCELED;2000000;CROSS_SELLING;16/11/22 16:34;COMMERCIAL_ALLY;SAS;NIT;no tiene;2021;Pereira;Risaralda;682;1;1;1;1;0;0;0;0;0;0.48;0.71;claro;FALSE;0;0;634;0;1;Windows;SERVICIOS;50;0;0
1993;BUSINESS;ACTIVE;ACTIVE;10000000;CROSS_SELLING;21/11/22 10:14;COMMERCIAL_ALLY;SAS;NIT;tiene;2015;Medellín;Antioquia;583;1;1;1;2;0;0;0;0;0;0.55;0.5;claro;FALSE;0;0;726;0;1;Windows;SERVICIOS;54;0;0
1940;BUSINESS;PENDING_ACTIVATION;ACTIVE;5000000;CROSS_SELLING;20/11/22 10:29;COMMERCIAL_ALLY;SAS;NIT;tiene;2018;Barranquilla;Atlántico;562;1;1;3;1;0;0;0;0;0;0.6;0.72;claro;FALSE;0;0;271;0;2;Windows;SERVICIOS;56;0;0
1942;BUSINESS;ACTIVE;ACTIVE;5000000;CROSS_SELLING;21/11/22 10:26;INTERNET;LTDA;NIT;tiene;2020;Bogotá;Bogotá;619;1;1;1;1;0;0;0;0;0;0.5;0.31;claro;FALSE;0;0;445;0;2;Windows;SERVICIOS;77;7;0
1941;BUSINESS;PENDING_ACTIVATION;ACTIVE;10000000;CROSS_SELLING;20/11/22 20:19;COMMERCIAL_ALLY;SAS;NIT;tiene;2019;Envigado;Antioquia;543;1;1;2;2;0;0;0;0;0;0.66;0.51;claro;FALSE;0;0;731;0;3;Windows;COMERCIO;14;0;0
1952;BUSINESS;ACTIVE;ACTIVE;5000000;CROSS_SELLING;24/11/22 18:58;INTERNET;SAS;NIT;tiene;2008;Bogotá;Bogotá;554;0;0;1;1;0;0;0;0;0;0.69;0.47;claro;FALSE;0;0;370;0;1;Windows;MANUFACTURA;40;31;1
1944;BUSINESS;ACTIVE;ACTIVE;2000000;CROSS_SELLING;21/11/22 16:51;COMMERCIAL_ALLY;SAS;NIT;tiene;2020;Bogotá;Bogotá;803;1;1;2;3;0;0;0;0;0;0.31;0.46;claro;FALSE;0;0;357;0;2;Windows;MANUFACTURA;39;6;0
1947;BUSINESS;ACTIVE;ACTIVE;10000000;CROSS_SELLING;22/11/22 11:27;COMMERCIAL_ALLY;SAS;NIT;tiene;2020;Zipaquirá;Cundinamarca;674;0;0;2;2;0;0;0;0;0;0.36;0.35;claro;FALSE;0;0;478;0;1;Windows;SERVICIOS;44;28;1
1949;BUSINESS;ACTIVE;ACTIVE;5000000;CROSS_SELLING;22/11/22 16:46;INTERNET;SAS;NIT;tiene;2013;Cali;Valle del cauca;597;1;1;1;3;0;0;0;0;0;0.74;0.53;claro;FALSE;0;0;372;0;1;Windows;SERVICIOS;29;0;0
1948;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;22/11/22 10:22;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2016;Medellín;Antioquia;688;1;1;3;2;0;0;0;0;0;0.7;0.39;claro;FALSE;0;0;683;0;2;Windows;SERVICIOS;27;0;0
1953;BUSINESS;PENDING_ACTIVATION;ACTIVE;10000000;CROSS_SELLING;28/11/22 12:23;REFERRER;SAS;NIT;tiene;2015;Bogotá;Bogotá;825;1;1;2;2;0;0;0;0;0;0.32;0.72;claro;FALSE;0;0;251;0;2;Windows;COMERCIO;66;0;0
1954;BUSINESS;PENDING_ACTIVATION;ACTIVE;5000000;CROSS_SELLING;28/11/22 13:36;INTERNET;SAS;NIT;tiene;2017;Bogotá;Bogotá;697;1;1;1;1;0;0;0;0;0;0.51;0.39;claro;FALSE;0;0;386;0;2;Windows;SERVICIOS;75;0;0
1974;BUSINESS;PENDING_ACTIVATION;ACTIVE;10000000;CROSS_SELLING;18/11/22 14:49;COMMUNICATION_MEDIA;SAS;NIT;tiene;2017;Envigado;Antioquia;647;1;1;3;1;0;0;0;0;0;0.39;0.68;claro;FALSE;0;0;562;0;1;Windows;SERVICIOS;46;0;0
1976;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;25/11/22 9:12;REFERRER;SAS;NIT;no tiene;2016;Bogotá;Bogotá;608;1;1;3;1;0;0;0;0;0;0.58;0.5;claro;FALSE;0;0;319;0;1;Windows;SERVICIOS;63;0;0
1987;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;5/12/22 15:06;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Bogotá;Bogotá;710;1;0;1;1;0;0;0;0;0;0.11;0;tigo;TRUE;1;1;506;0;1;iPhone;SERVICIOS;3;0;0
1990;BUSINESS;ACTIVE;ACTIVE;5000000;CROSS_SELLING;30/11/22 11:07;INTERNET;SAS;NIT;tiene;2020;Medellín;Antioquia;534;1;1;3;1;0;0;0;0;0;0.45;0.34;claro;FALSE;0;0;602;0;1;Windows;SERVICIOS;22;1;0
1956;BUSINESS;PENDING_ACTIVATION;ACTIVE;2000000;CROSS_SELLING;29/11/22 9:51;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Bogotá;Bogotá;616;1;1;2;2;0;0;0;0;0;0.38;0.73;claro;FALSE;0;0;426;0;3;Windows;MANUFACTURA;17;0;0
1957;BUSINESS;PENDING_ACTIVATION;ACTIVE;2000000;CROSS_SELLING;29/11/22 14:44;REFERRER;SAS;NIT;tiene;2019;Madrid;Cundinamarca;618;1;1;1;1;0;0;0;0;0;0.44;0.5;claro;FALSE;0;0;332;0;1;Windows;SERVICIOS;34;0;0
1960;BUSINESS;ACTIVE;ACTIVE;5000000;CROSS_SELLING;30/11/22 12:47;REFERRER;SAS;NIT;tiene;2019;Medellín;Antioquia;657;0;0;2;2;0;0;0;0;0;0.36;0.37;claro;FALSE;0;0;464;0;2;Windows;SERVICIOS;63;24;1
1963;BUSINESS;ACTIVE;ACTIVE;10000000;CROSS_SELLING;2/12/22 12:44;COMMERCIAL_ALLY;SAS;NIT;no tiene;2018;Santa marta;Magdalena;805;1;1;1;2;0;0;0;0;0;0.39;0.42;claro;FALSE;0;0;735;0;3;Windows;SERVICIOS;31;0;0
1962;BUSINESS;ACTIVE;ACTIVE;10000000;CROSS_SELLING;2/12/22 9:35;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2019;Itaguí;Antioquia;715;0;0;1;3;0;0;0;0;0;0.37;0.34;claro;FALSE;0;0;412;0;3;Windows;SERVICIOS;24;33;1
1965;BUSINESS;ACTIVE;ACTIVE;10000000;CROSS_SELLING;5/12/22 11:50;COMMERCIAL_ALLY;SAS;NIT;tiene;2017;Bogotá;Bogotá;636;1;1;1;3;0;0;0;0;0;0.54;0.74;claro;FALSE;0;0;622;0;3;Windows;SERVICIOS;35;8;0
1966;BUSINESS;ACTIVE;ACTIVE;2000000;CROSS_SELLING;5/12/22 12:28;SOCIAL_NETWORKS;SAS;NIT;tiene;2018;Medellín;Antioquia;748;1;1;3;1;0;0;0;0;0;0.51;0.71;claro;FALSE;0;0;319;0;1;Windows;MANUFACTURA;58;6;0
1982;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;1/12/22 15:43;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2016;Medellín;Antioquia;755;1;1;3;1;0;0;0;0;0;0.61;0.35;claro;FALSE;0;0;343;0;1;Windows;SERVICIOS;20;0;0
1961;BUSINESS;ACTIVE;ACTIVE;10000000;CROSS_SELLING;30/11/22 10:02;COMMERCIAL_ALLY;SAS;NIT;tiene;2019;Medellín;Antioquia;658;1;1;2;3;0;0;0;0;0;0.59;0.33;claro;FALSE;0;0;311;0;1;Windows;SERVICIOS;73;0;0
1959;BUSINESS;ACTIVE;ACTIVE;10000000;CROSS_SELLING;30/11/22 10:37;COMMERCIAL_ALLY;SAS;NIT;tiene;2021;Cajicá;Cundinamarca;603;0;0;1;1;0;0;0;0;0;0.49;0.28;claro;FALSE;0;0;638;0;2;Windows;SERVICIOS;56;30;1
1985;BUSINESS;PENDING_ACTIVATION;ACTIVE;2000000;CROSS_SELLING;12/12/22 11:34;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2020;Bogotá;Bogotá;757;1;1;3;1;0;0;0;0;0;0.46;0.34;claro;FALSE;0;0;314;0;2;Windows;SERVICIOS;47;0;0
1991;BUSINESS;CANCELED;CANCELED;10000000;CROSS_SELLING;7/12/22 19:10;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2019;Bogotá;Bogotá;586;1;1;2;1;0;0;0;0;0;0.74;0.39;claro;FALSE;0;0;407;0;2;Windows;SERVICIOS;20;0;0
1994;BUSINESS;PENDING_ACTIVATION;ACTIVE;2000000;CROSS_SELLING;14/12/22 15:14;REFERRER;SAS;NIT;tiene;2018;Cocorná;Antioquia;656;1;1;1;3;0;0;0;0;0;0.74;0.43;claro;FALSE;0;0;568;0;1;Windows;MANUFACTURA;22;0;0
1992;BUSINESS;ACTIVE;ACTIVE;10000000;CROSS_SELLING;13/12/22 17:27;COMMUNICATION_MEDIA;SAS;NIT;tiene;2014;Sabaneta;Antioquia;628;1;1;1;3;0;0;0;0;0;0.73;0.69;claro;FALSE;0;0;460;0;1;Windows;SERVICIOS;35;0;0
1983;BUSINESS;ACTIVE;ACTIVE;5000000;CURRENT_CUSTOMER;10/12/22 10:59;SOCIAL_NETWORKS;SAS;NIT;tiene;2014;Bogotá;Bogotá;530;1;0;2;4;0;7198;0;18;0;0.52;0.38;claro;FALSE;0;0;453;0;1;Windows;SERVICIOS;2;90;1
1986;BUSINESS;ACTIVE;ACTIVE;10000000;CROSS_SELLING;12/12/22 13:57;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2020;Sabaneta;Antioquia;607;1;1;3;2;0;0;0;0;0;0.43;0.36;claro;FALSE;0;0;470;0;1;Windows;SERVICIOS;73;0;0
2006;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;5/12/22 16:54;INTERNET;SAS;NIT;tiene;2019;Cali;Valle del cauca;615;1;0;1;2;0;0;0;1;0;0.23;0;claro;TRUE;1;1;608;0;2;Windows;SERVICIOS;38;0;0
1995;BUSINESS;ACTIVE;ACTIVE;5000000;CROSS_SELLING;15/12/22 17:19;SOCIAL_NETWORKS;SAS;NIT;tiene;2014;Bogotá;Bogotá;753;1;1;2;3;0;0;0;0;0;0.3;0.28;claro;FALSE;0;0;564;0;1;Windows;SERVICIOS;66;0;0
1989;BUSINESS;ACTIVE;ACTIVE;2000000;CROSS_SELLING;12/12/22 17:56;SOCIAL_NETWORKS;SAS;NIT;tiene;1996;Envigado;Antioquia;719;0;0;2;2;0;0;0;0;0;0.34;0.5;claro;FALSE;0;0;687;0;2;Windows;SERVICIOS;65;19;1
1998;BUSINESS;ACTIVE;ACTIVE;14000000;CROSS_SELLING;14/12/22 9:40;SOCIAL_NETWORKS;SAS;NIT;no tiene;2013;Medellín;Antioquia;610;1;1;2;3;0;0;0;0;0;0.63;0.48;claro;FALSE;0;0;269;0;1;Windows;MANUFACTURA;80;0;0
2000;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;6/12/22 13:09;INTERNET;SAS;NIT;tiene;2016;Bogotá;Bogotá;669;1;1;1;3;0;0;0;0;0;0.32;0.47;claro;FALSE;0;0;542;0;2;Windows;SERVICIOS;39;0;0
1970;BUSINESS;ACTIVE;ACTIVE;5000000;CROSS_SELLING;6/12/22 10:48;COMMERCIAL_ALLY;SAS;NIT;tiene;2020;Medellín;Antioquia;621;1;1;3;1;0;0;0;0;0;0.53;0.48;claro;FALSE;0;0;675;0;2;Windows;SERVICIOS;62;0;0
1973;BUSINESS;PENDING_ACTIVATION;ACTIVE;5000000;CROSS_SELLING;6/12/22 9:44;INTERNET;SAS;NIT;tiene;2016;Itaguí;Antioquia;775;1;1;3;3;0;0;0;0;0;0.37;0.28;claro;FALSE;0;0;354;0;2;Windows;MANUFACTURA;30;0;0
1975;BUSINESS;ACTIVE;ACTIVE;5000000;CROSS_SELLING;7/12/22 10:57;COMMERCIAL_ALLY;SAS;NIT;tiene;2016;Medellín;Antioquia;609;1;1;3;2;0;0;0;0;0;0.69;0.47;claro;FALSE;0;0;656;0;1;Windows;SERVICIOS;15;0;0
1981;BUSINESS;PENDING_ACTIVATION;ACTIVE;5000000;CROSS_SELLING;9/12/22 16:14;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2010;Bogotá;Bogotá;573;1;1;3;1;0;0;0;0;0;0.6;0.5;claro;FALSE;0;0;512;0;1;Windows;COMERCIO;66;0;0
1980;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;7/12/22 15:04;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2010;Medellín;Antioquia;599;1;1;2;3;0;0;0;0;0;0.25;0.36;claro;FALSE;0;0;323;0;2;Windows;COMERCIO;79;0;0
2004;BUSINESS;ACTIVE;ACTIVE;5000000;CROSS_SELLING;21/12/22 11:29;COMMERCIAL_ALLY;SAS;NIT;no tiene;2009;Sabaneta;Antioquia;611;0;0;2;1;0;0;0;0;0;0.63;0.3;claro;FALSE;0;0;472;0;1;Windows;SERVICIOS;41;30;1
2005;BUSINESS;PENDING_ACTIVATION;ACTIVE;30000000;CROSS_SELLING;20/12/22 15:00;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2015;Itaguí;Antioquia;735;1;1;1;1;0;0;0;0;0;0.49;0.46;claro;FALSE;0;0;471;0;2;Windows;SERVICIOS;51;0;0
1996;BUSINESS;PENDING_ACTIVATION;ACTIVE;5000000;CROSS_SELLING;16/12/22 13:08;COMMERCIAL_ALLY;SAS;NIT;tiene;2020;Medellín;Antioquia;593;1;1;2;3;0;0;0;0;0;0.66;0.74;claro;FALSE;0;0;441;0;2;Windows;SERVICIOS;26;0;0
1997;BUSINESS;ACTIVE;ACTIVE;10000000;CROSS_SELLING;16/12/22 15:01;COMMERCIAL_ALLY;OTHER;NIT;no tiene;2021;Villavicencio;Meta;747;1;1;2;2;0;0;0;0;0;0.42;0.53;claro;FALSE;0;0;406;0;2;Windows;SERVICIOS;10;0;0
2001;BUSINESS;ACTIVE;ACTIVE;5000000;CROSS_SELLING;19/12/22 15:29;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2017;Medellín;Antioquia;712;1;1;3;2;0;0;0;0;0;0.75;0.42;claro;FALSE;0;0;351;0;3;Windows;SERVICIOS;54;0;0
2003;BUSINESS;PENDING_ACTIVATION;ACTIVE;10000000;CROSS_SELLING;20/12/22 11:25;COMMUNICATION_MEDIA;SAS;NIT;tiene;2015;Cali;Valle del cauca;756;1;1;1;1;0;0;0;0;0;0.29;0.74;claro;FALSE;0;0;302;0;1;Windows;SERVICIOS;71;0;0
2022;BUSINESS;ACTIVE;ACTIVE;2000000;CURRENT_CUSTOMER;20/12/22 17:23;COMMERCIAL_ALLY;OTHER;NIT;tiene;2004;Bogotá;Bogotá;695;1;1;1;5;0;461928;0;8;0;0.4;0.34;claro;FALSE;0;0;445;0;1;Windows;SERVICIOS;7;0;0
2025;BUSINESS;ACTIVE;ACTIVE;10000000;CROSS_SELLING;19/12/22 14:42;INTERNET;SAS;NIT;tiene;2018;Itaguí;Antioquia;577;1;1;3;2;0;0;0;0;0;0.59;0.39;claro;FALSE;0;0;354;0;2;Windows;SERVICIOS;43;5;0
2010;BUSINESS;ACTIVE;ACTIVE;10000000;CROSS_SELLING;26/12/22 11:20;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2016;Cajicá;Cundinamarca;805;0;0;2;3;0;0;0;0;0;0.4;0.41;claro;FALSE;0;0;621;0;1;Windows;SERVICIOS;66;30;1
2007;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;21/12/22 18:37;REFERRER;SAS;NIT;tiene;2020;Medellín;Antioquia;766;1;1;3;3;0;0;0;0;0;0.59;0.48;claro;FALSE;0;0;517;0;1;Windows;SERVICIOS;54;0;0
2015;BUSINESS;ACTIVE;ACTIVE;2000000;BUSINESS;22/12/22 10:38;INTERNET;SAS;NIT;tiene;2018;Bogotá;Bogotá;710;1;0;1;1;0;0;0;0;0;0.23;0.47;etb;TRUE;1;0;261;0;1;Windows;SERVICIOS;4;0;0
2018;BUSINESS;PENDING_ACTIVATION;ACTIVE;5000000;CROSS_SELLING;29/12/22 10:23;COMMERCIAL_ALLY;SAS;NIT;tiene;2005;El santuario;Antioquia;561;1;1;3;2;0;0;0;0;0;0.56;0.67;claro;FALSE;0;0;504;0;2;Windows;MANUFACTURA;13;0;0
2009;BUSINESS;ACTIVE;ACTIVE;10000000;CROSS_SELLING;26/12/22 9:46;INTERNET;SAS;NIT;tiene;2016;Bogotá;Bogotá;694;1;1;2;1;0;0;0;0;0;0.45;0.36;claro;FALSE;0;0;358;0;3;Windows;SERVICIOS;35;0;0
2014;BUSINESS;ACTIVE;ACTIVE;2000000;CROSS_SELLING;28/12/22 12:37;COMMUNICATION_MEDIA;SAS;NIT;tiene;2020;Cúcuta;Norte de santander;642;1;1;3;3;0;0;0;0;0;0.47;0.29;claro;FALSE;0;0;457;0;1;Windows;SERVICIOS;30;0;0
2017;BUSINESS;ACTIVE;ACTIVE;10000000;CROSS_SELLING;29/12/22 9:11;INTERNET;SAS;NIT;tiene;2014;Bogotá;Bogotá;725;1;1;2;3;0;0;0;0;0;0.45;0.47;claro;FALSE;0;0;668;0;1;Windows;SERVICIOS;16;0;0
2008;BUSINESS;ACTIVE;ACTIVE;5000000;CROSS_SELLING;22/12/22 18:00;COMMERCIAL_ALLY;SAS;NIT;tiene;2014;Bogotá;Bogotá;598;1;1;2;1;0;0;0;0;0;0.33;0.44;claro;FALSE;0;0;636;0;6;Windows;MANUFACTURA;75;0;0
2013;BUSINESS;PENDING_ACTIVATION;ACTIVE;5000000;CROSS_SELLING;28/12/22 10:53;COMMERCIAL_ALLY;SAS;NIT;tiene;2018;Bogotá;Bogotá;805;1;1;3;3;0;0;0;0;0;0.25;0.62;claro;FALSE;0;0;448;0;1;Windows;SERVICIOS;27;0;0
2016;BUSINESS;PENDING_ACTIVATION;ACTIVE;10000000;CROSS_SELLING;28/12/22 15:38;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2014;Medellín;Antioquia;785;1;1;2;3;0;0;0;0;0;0.64;0.58;claro;FALSE;0;0;419;0;3;Windows;SERVICIOS;55;0;0
2029;BUSINESS;ACTIVE;ACTIVE;2000000;CROSS_SELLING;29/12/22 9:42;GOOGLE_SEARCH;SAS;NIT;no tiene;2018;Barranquilla;Atlántico;533;0;0;2;3;0;0;0;0;0;0.41;0.67;claro;FALSE;0;0;695;0;1;Windows;MANUFACTURA;66;19;1
2034;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;21/12/22 20:22;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Medellín;Antioquia;749;1;0;2;1;0;0;0;2;0;0.12;0;tigo;TRUE;1;1;387;0;1;Linux;SERVICIOS;2;0;0
2021;BUSINESS;ACTIVE;ACTIVE;2000000;CROSS_SELLING;30/12/22 12:02;INTERNET;SAS;NIT;tiene;2017;Bogotá;Bogotá;775;1;1;2;2;0;0;0;0;0;0.25;0.25;claro;FALSE;0;0;592;0;1;Windows;SERVICIOS;53;0;0
2023;BUSINESS;ACTIVE;ACTIVE;5000000;CROSS_SELLING;28/12/22 15:05;INTERNET;SAS;NIT;tiene;2021;Medellín;Antioquia;696;1;1;3;2;0;0;0;0;0;0.36;0.65;claro;FALSE;0;0;439;0;4;Windows;SERVICIOS;30;0;0
2033;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;10000000;CROSS_SELLING;9/01/23 14:57;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2017;Bogotá;Bogotá;771;1;1;2;1;0;0;0;0;0;0.41;0.25;claro;FALSE;0;0;442;0;1;Windows;SERVICIOS;65;0;0
2032;BUSINESS;ACTIVE;ACTIVE;10000000;CROSS_SELLING;6/01/23 19:22;REFERRER;SAS;NIT;tiene;2010;Bogotá;Bogotá;730;1;1;3;2;0;0;0;0;0;0.72;0.55;claro;FALSE;0;0;638;0;1;Windows;MANUFACTURA;63;0;0
2027;BUSINESS;PENDING_ACTIVATION;ACTIVE;2000000;CROSS_SELLING;3/01/23 15:09;INTERNET;SAS;NIT;tiene;2021;Bogotá;Bogotá;813;1;1;2;2;0;0;0;0;0;0.72;0.29;claro;FALSE;0;0;612;0;1;Windows;COMERCIO;58;0;0
2028;BUSINESS;ACTIVE;ACTIVE;10000000;CROSS_SELLING;2/01/23 15:13;COMMERCIAL_ALLY;SAS;NIT;tiene;2018;Bogotá;Bogotá;541;1;1;2;2;0;0;0;0;0;0.44;0.35;claro;FALSE;0;0;725;0;2;Windows;SERVICIOS;45;0;0
2030;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;3/01/23 13:37;SOCIAL_NETWORKS;SAS;NIT;tiene;2021;Medellín;Antioquia;710;1;0;1;1;0;0;0;0;0;0.11;0;tigo;FALSE;1;0;473;0;1;iPhone;SERVICIOS;46;0;0
2031;BUSINESS;ACTIVE;ACTIVE;2000000;CROSS_SELLING;6/01/23 15:54;REFERRER;SAS;NIT;tiene;2021;Medellín;Antioquia;704;1;1;3;2;0;0;0;0;0;0.63;0.56;claro;FALSE;0;0;396;0;2;Windows;SERVICIOS;26;0;0
2024;BUSINESS;ACTIVE;ACTIVE;5000000;CROSS_SELLING;2/01/23 15:39;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Bogotá;Bogotá;575;1;1;1;1;0;0;0;0;0;0.7;0.47;claro;FALSE;0;0;691;0;2;Windows;SERVICIOS;51;1;0
2043;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;5/01/23 16:34;SOCIAL_NETWORKS;SAS;NIT;tiene;2021;Mosquera;Cundinamarca;710;1;0;3;1;0;0;0;0;0;0.11;0;movistar;FALSE;1;1;526;0;1;iPhone;COMERCIO;47;30;1
2036;BUSINESS;ACTIVE;ACTIVE;2000000;CROSS_SELLING;2/01/23 16:23;SOCIAL_NETWORKS;SAS;NIT;tiene;2019;Sabaneta;Antioquia;599;1;1;2;2;0;0;0;0;0;0.55;0.6;claro;FALSE;0;0;720;0;2;Windows;SERVICIOS;19;0;0
2026;BUSINESS;ACTIVE;ACTIVE;2000000;CROSS_SELLING;3/01/23 13:12;INTERNET;SAS;NIT;tiene;2011;Cartagena de indias;Bolívar;761;1;1;3;1;0;0;0;0;0;0.4;0.67;claro;FALSE;0;0;401;0;1;Windows;SERVICIOS;80;3;0
2047;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;6/01/23 10:26;SOCIAL_NETWORKS;SAS;NIT;no tiene;2016;Bogotá;Bogotá;710;1;0;1;1;0;0;0;0;0;0.11;0;claro;TRUE;1;1;286;0;1;Windows;SERVICIOS;1;0;0
2064;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;8/01/23 13:22;SOCIAL_NETWORKS;SAS;NIT;tiene;2018;Bogotá;Bogotá;617;1;0;1;3;0;0;0;1;0;0.11;0;movistar;TRUE;1;1;654;0;2;iPhone;SERVICIOS;23;0;0
2037;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;6/01/23 17:41;SOCIAL_NETWORKS;SAS;NIT;tiene;2017;Bogotá;Bogotá;710;1;0;1;1;0;0;0;0;0;0.11;0;movistar;TRUE;1;1;443;0;2;Linux;SERVICIOS;4;0;0
2035;BUSINESS;ACTIVE;ACTIVE;10000000;CROSS_SELLING;11/01/23 9:57;INTERNET;SAS;NIT;tiene;2008;Sabaneta;Antioquia;784;1;1;3;3;0;0;0;0;0;0.25;0.72;claro;FALSE;0;0;645;0;1;Windows;MANUFACTURA;32;0;0
2039;BUSINESS;ACTIVE;ACTIVE;5000000;CROSS_SELLING;17/01/23 10:03;SOCIAL_NETWORKS;SAS;NIT;tiene;2014;Medellín;Antioquia;547;1;1;3;1;0;0;0;0;0;0.73;0.39;claro;FALSE;0;0;685;0;1;Windows;SERVICIOS;19;0;0
2044;BUSINESS;PENDING_ACTIVATION;ACTIVE;5000000;BUSINESS;12/01/23 8:21;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Bogotá;Bogotá;710;1;0;1;1;0;0;0;0;0;0.17;0;movistar;TRUE;1;1;294;0;1;Windows;SERVICIOS;2;0;0
2045;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;11/01/23 2:30;SOCIAL_NETWORKS;SAS;NIT;no tiene;2020;Bogotá;Bogotá;618;1;1;2;1;0;0;0;0;0;0.11;0;claro;FALSE;1;1;663;0;1;iPhone;COMERCIO;5;0;0
2040;BUSINESS;ACTIVE;ACTIVE;10000000;CROSS_SELLING;10/01/23 13:10;SOCIAL_NETWORKS;SAS;NIT;tiene;2014;Bello;Antioquia;548;1;1;2;1;0;0;0;0;0;0.65;0.45;claro;FALSE;0;0;610;0;1;Windows;MANUFACTURA;20;0;0
2042;BUSINESS;ACTIVE;ACTIVE;2000000;BUSINESS;11/01/23 16:33;COMMERCIAL_ALLY;SAS;NIT;tiene;2021;Pereira;Risaralda;710;1;0;2;2;0;0;0;0;0;0.11;0;claro;TRUE;1;1;413;0;3;Windows;MANUFACTURA;5;1;0
